retro_native_rank	supplier_id	consumer_id	supplier_name	consumer_name	supplier_family	consumer_family	score	supplier_is_retro50	consumer_is_retro50	legacy_policy_eligible	new_same_parent_family_expansion	candidate_origin	r386_disposition	r386_raw_native_rank	current_adjudication_state	completed_product_id	needs_fresh_adjudication	interface_matches	addressed_weaknesses	shared_domains
77	FOUNDRY:P110	PARENT:R018_M866_M880_MCSC	P110 MBTS	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	30.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	867			False	boundary,gate,representation	calibration	boundary,calibration,selection,transfer
78	FOUNDRY:P110	PARENT:R044_DECISION_LOSS_DLEW	P110 MBTS	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	30.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	204			False	boundary,gate,representation	calibration	calibration,decision,selection,transfer
79	FOUNDRY:P138	PARENT:R020_P848_P851_SCCRT	P138 SPIA	R020_P848_P851_SCCRT	FOUNDRY_PRODUCT	FOUNDRY_PARENT	30.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	REJECT_SEMANTIC	806			False	evidence	decision,uncertainty	allocation,calibration,decision,support,uncertainty
80	FOUNDRY:P140	PARENT:R045_TARGET_MEMORY_ATRC	P140 BOSA	R045_TARGET_MEMORY_ATRC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	30.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_TARGET_MEMORY_FAMILY	809			False	representation	calibration,support	audit,calibration,support,transfer
81	LCB-R50-149	PARENT:R008_E612_E613_LGID	overlap-aware marginal allocation	R008_E612_E613_LGID	LCB_KERNEL	FOUNDRY_PARENT	30.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	REJECT_SEMANTIC	774			False	boundary,gate,representation	support	allocation,calibration,control,support,uncertainty
82	LCB-R50-149	PARENT:R014_S781_S792_ACSA	overlap-aware marginal allocation	R014_S781_S792_ACSA	LCB_KERNEL	FOUNDRY_PARENT	30.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_AUDIT_SELECTION	611			False	boundary,gate,representation	support	allocation,calibration,control,support,transfer,uncertainty
83	LCB-R50-149	PARENT:R018_M866_M880_MCSC	overlap-aware marginal allocation	R018_M866_M880_MCSC	LCB_KERNEL	FOUNDRY_PARENT	30.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_AUDIT_SELECTION	935			False	boundary,gate,representation	support	allocation,boundary,calibration,control,support,transfer,uncertainty
84	LCB-R50-149	PARENT:R041_CONSTRAINED_POLICY_CAPL	overlap-aware marginal allocation	R041_CONSTRAINED_POLICY_CAPL	LCB_KERNEL	FOUNDRY_PARENT	30.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_POLICY_FEASIBILITY_FAMILY	155			False	boundary,gate,representation	support	allocation,calibration,control,decision,support,uncertainty
85	LCB-R50-149	PARENT:R044_DECISION_LOSS_DLEW	overlap-aware marginal allocation	R044_DECISION_LOSS_DLEW	LCB_KERNEL	FOUNDRY_PARENT	30.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	259			False	boundary,gate,representation	support	allocation,calibration,control,decision,support,transfer,uncertainty
86	PARENT:R001_C313_BPISD	FOUNDRY:P138	R001_C313_BPISD	P138 SPIA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	30.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_ACQUISITION_FAMILY	537			False	evidence,representation	decision	confounding,decision,measurement
87	PARENT:R001_C313_BPISD	FOUNDRY:P140	R001_C313_BPISD	P140 BOSA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	30.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_SUPPORT_AUDIT_FAMILY	733			False	evidence,representation	decision	decision,reduction,resilience
88	PARENT:R001_C313_BPISD	FOUNDRY:P141	R001_C313_BPISD	P141 PCFT	FOUNDRY_PARENT	FOUNDRY_PRODUCT	30.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_PREDICTIVE_CLOSURE_FAMILY	673			False	evidence,representation	decision	decision,reduction,resilience
89	PARENT:R001_C313_BPISD	FOUNDRY:P142	R001_C313_BPISD	P142 BMSA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	30.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_AUDIT_SELECTION_FAMILY	751			False	evidence,representation	decision	decision,reduction,resilience
90	PARENT:R001_C313_BPISD	PARENT:IM139_IM250_CCVC	R001_C313_BPISD	IM139_IM250_CCVC	FOUNDRY_PARENT	FOUNDRY_PARENT	30.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence,representation	decision	decision,reduction,resilience
91	PARENT:R001_C313_BPISD	PARENT:IM334_IM094_DRE	R001_C313_BPISD	IM334_IM094_DRE	FOUNDRY_PARENT	FOUNDRY_PARENT	30.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence,representation	decision	confounding,decision,measurement
92	PARENT:R001_C313_BPISD	PARENT:IM359_IM014_AICC	R001_C313_BPISD	IM359_IM014_AICC	FOUNDRY_PARENT	FOUNDRY_PARENT	30.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence,representation	decision	confounding,decision,measurement
93	PARENT:R001_C313_BPISD	PARENT:IM406_IM037_ACRA	R001_C313_BPISD	IM406_IM037_ACRA	FOUNDRY_PARENT	FOUNDRY_PARENT	30.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence,representation	decision	confounding,decision,measurement
94	PARENT:R001_C313_BPISD	PARENT:R023_M421_M428_CORMA	R001_C313_BPISD	R023_M421_M428_CORMA	FOUNDRY_PARENT	FOUNDRY_PARENT	30.0	True	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	evidence,representation	decision	decision,reduction,resilience
95	PARENT:R028_S418_S439_TDSX	PARENT:IM334_IM094_DRE	R028_S418_S439_TDSX	IM334_IM094_DRE	FOUNDRY_PARENT	FOUNDRY_PARENT	30.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate	decision	boundary,calibration,decision,transfer
96	PARENT:R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY:P067	R037_SUPPORT_COVARIANCE_SACPS	P067 DARA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	30.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_ALLOCATION	50			False	gate	support,uncertainty	calibration,support,uncertainty
97	PARENT:R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY:P091	R037_SUPPORT_COVARIANCE_SACPS	P091 DCBT	FOUNDRY_PARENT	FOUNDRY_PRODUCT	30.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	REJECT_INTERFACE	4			False		decision,support,uncertainty	calibration,decision,support,transfer,uncertainty
98	PARENT:R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY:P099	R037_SUPPORT_COVARIANCE_SACPS	P099 CAPA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	30.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_AUDIT_SELECTION	15			False	gate	support,uncertainty	calibration,support,uncertainty
99	PARENT:R037_SUPPORT_COVARIANCE_SACPS	LCB-R50-149	R037_SUPPORT_COVARIANCE_SACPS	overlap-aware marginal allocation	FOUNDRY_PARENT	LCB_KERNEL	30.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_GATE_ROUTING	127			False	gate	decision,support,uncertainty	calibration,decision,support,transfer,uncertainty
100	PARENT:R038_DECISION_HEDGE_DHCC	FOUNDRY:P057	R038_DECISION_HEDGE_DHCC	P057 FIAC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	30.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_ACQUISITION	114			False	gate	decision,uncertainty	calibration,decision,uncertainty
101	FOUNDRY:P057	PARENT:R020_P848_P851_SCCRT	P057 FIAC	R020_P848_P851_SCCRT	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	REJECT_SEMANTIC	445			False	evidence	decision,uncertainty	allocation,calibration,decision,support,uncertainty
102	FOUNDRY:P059	PARENT:R008_E612_E613_LGID	P059 SBTE	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	REJECT_SEMANTIC	369			False	boundary,gate	calibration	allocation,calibration,support,uncertainty
103	FOUNDRY:P059	PARENT:R014_S781_S792_ACSA	P059 SBTE	R014_S781_S792_ACSA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_AUDIT_SELECTION_FAMILY	306			False	boundary,gate	calibration	allocation,audit,calibration,support,transfer,uncertainty
104	FOUNDRY:P059	PARENT:R018_M866_M880_MCSC	P059 SBTE	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	647			False	boundary,gate	calibration	allocation,audit,boundary,calibration,support,transfer,uncertainty
105	FOUNDRY:P059	PARENT:R041_CONSTRAINED_POLICY_CAPL	P059 SBTE	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_POLICY_FEASIBILITY_FAMILY	45			False	boundary,gate	calibration	allocation,calibration,support,uncertainty
106	FOUNDRY:P059	PARENT:R044_DECISION_LOSS_DLEW	P059 SBTE	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	124			False	boundary,gate	calibration	allocation,audit,calibration,support,transfer,uncertainty
107	FOUNDRY:P060	PARENT:R014_S781_S792_ACSA	P060 PFVT	R014_S781_S792_ACSA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_AUDIT_SELECTION_FAMILY	305			False	boundary,gate	calibration	audit,calibration,transfer
108	FOUNDRY:P060	PARENT:R018_M866_M880_MCSC	P060 PFVT	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	754			False	boundary,gate	calibration	audit,boundary,calibration,transfer
109	FOUNDRY:P060	PARENT:R044_DECISION_LOSS_DLEW	P060 PFVT	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	123			False	boundary,gate	calibration	audit,calibration,transfer
110	FOUNDRY:P062	PARENT:R018_M866_M880_MCSC	P062 WDTG	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	955			False	boundary,gate	calibration	boundary,calibration,transfer
111	FOUNDRY:P062	PARENT:R044_DECISION_LOSS_DLEW	P062 WDTG	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	304			False	boundary,gate	calibration	calibration,decision,transfer
112	FOUNDRY:P063	PARENT:R018_M866_M880_MCSC	P063 RBTE	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	957			False	boundary,gate	calibration	boundary,calibration,transfer
113	FOUNDRY:P079	PARENT:R023_M421_M428_CORMA	P079 CBIA	R023_M421_M428_CORMA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_REJECT_OR_STRUCTURAL_AUDIT	545			False	evidence	calibration,decision	calibration,decision,transfer
114	FOUNDRY:P079	PARENT:R045_TARGET_MEMORY_ATRC	P079 CBIA	R045_TARGET_MEMORY_ATRC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_TARGET_MEMORY_FAMILY	635			False	evidence	calibration,uncertainty	calibration,transfer,uncertainty
115	FOUNDRY:P082	PARENT:R018_M866_M880_MCSC	P082 CDTS	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	226			False	boundary,gate	calibration	boundary,calibration,transfer
116	FOUNDRY:P084	PARENT:R014_S781_S792_ACSA	P084 CAVT	R014_S781_S792_ACSA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_AUDIT_SELECTION	227			False	boundary,gate	calibration	calibration,control,transfer
117	FOUNDRY:P084	PARENT:R018_M866_M880_MCSC	P084 CAVT	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_AUDIT_SELECTION	625			False	boundary,gate	calibration	boundary,calibration,control,transfer
118	FOUNDRY:P084	PARENT:R044_DECISION_LOSS_DLEW	P084 CAVT	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	67			False	boundary,gate	calibration	calibration,control,transfer
119	FOUNDRY:P085	PARENT:R008_E612_E613_LGID	P085 HPCT	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	REJECT_SEMANTIC	523			False	boundary,gate	calibration	allocation,calibration,support,uncertainty
120	FOUNDRY:P085	PARENT:R014_S781_S792_ACSA	P085 HPCT	R014_S781_S792_ACSA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_AUDIT_SELECTION_FAMILY	439			False	boundary,gate	calibration	allocation,calibration,support,transfer,uncertainty
121	FOUNDRY:P085	PARENT:R018_M866_M880_MCSC	P085 HPCT	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	859			False	boundary,gate	calibration	allocation,boundary,calibration,support,transfer,uncertainty
122	FOUNDRY:P085	PARENT:R041_CONSTRAINED_POLICY_CAPL	P085 HPCT	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_V2P040	122			False	boundary,gate	calibration	allocation,calibration,support,uncertainty
123	FOUNDRY:P085	PARENT:R044_DECISION_LOSS_DLEW	P085 HPCT	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	163			False	boundary,gate	calibration	allocation,calibration,support,transfer,uncertainty
124	FOUNDRY:P087	PARENT:R018_M866_M880_MCSC	P087 EVTS	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	580			False	boundary,gate	calibration	boundary,calibration,transfer
125	FOUNDRY:P088	PARENT:R018_M866_M880_MCSC	P088 LFTS	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_AUDIT_SELECTION	770			False	boundary,gate	calibration	boundary,calibration,transfer
126	FOUNDRY:P089	PARENT:R014_S781_S792_ACSA	P089 OCTS	R014_S781_S792_ACSA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_AUDIT_SELECTION_FAMILY	482			False	boundary,gate	calibration	calibration,control,transfer
127	FOUNDRY:P089	PARENT:R018_M866_M880_MCSC	P089 OCTS	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	875			False	boundary,gate	calibration	boundary,calibration,control,transfer
128	FOUNDRY:P089	PARENT:R044_DECISION_LOSS_DLEW	P089 OCTS	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	196			False	boundary,gate	calibration	calibration,control,transfer
129	FOUNDRY:P092	PARENT:R018_M866_M880_MCSC	P092 PDAT	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_AUDIT_SELECTION	350			False	boundary,gate	calibration	boundary,calibration,transfer
130	FOUNDRY:P092	PARENT:R044_DECISION_LOSS_DLEW	P092 PDAT	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_V2P041	28			False	boundary,gate	calibration	calibration,decision,transfer
131	FOUNDRY:P093	PARENT:R018_M866_M880_MCSC	P093 BMDT	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	113			False	boundary,gate	calibration	boundary,calibration,transfer
132	FOUNDRY:P093	PARENT:R044_DECISION_LOSS_DLEW	P093 BMDT	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	5			False	boundary,gate	calibration	calibration,decision,transfer
133	FOUNDRY:P109	PARENT:R008_E612_E613_LGID	P109 CCIA	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	REJECT_SEMANTIC	808			False	evidence,gate	calibration,uncertainty	calibration,uncertainty
134	FOUNDRY:P110	PARENT:R008_E612_E613_LGID	P110 MBTS	R008_E612_E613_LGID	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	REJECT_SEMANTIC	691			False	boundary,gate,representation	calibration	calibration,finance
135	FOUNDRY:P110	PARENT:R014_S781_S792_ACSA	P110 MBTS	R014_S781_S792_ACSA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_AUDIT_SELECTION_FAMILY	505			False	boundary,gate,representation	calibration	calibration,transfer
136	FOUNDRY:P110	PARENT:R041_CONSTRAINED_POLICY_CAPL	P110 MBTS	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_POLICY_FEASIBILITY_FAMILY	131			False	boundary,gate,representation	calibration	calibration,decision
137	FOUNDRY:P136	PARENT:R020_P848_P851_SCCRT	P136 QAIG	R020_P848_P851_SCCRT	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	REJECT_SEMANTIC	929			False	evidence	decision,uncertainty	decision,uncertainty
138	FOUNDRY:P142	PARENT:R014_S781_S792_ACSA	P142 BMSA	R014_S781_S792_ACSA	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_AUDIT_SELECTION_FAMILY	612			False	gate,representation	calibration	audit,calibration,transfer
139	FOUNDRY:P142	PARENT:R018_M866_M880_MCSC	P142 BMSA	R018_M866_M880_MCSC	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_STRUCTURAL_AUDIT_FAMILY	933			False	gate,representation	calibration	audit,calibration,selection,transfer
140	FOUNDRY:P142	PARENT:R044_DECISION_LOSS_DLEW	P142 BMSA	R044_DECISION_LOSS_DLEW	FOUNDRY_PRODUCT	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_DECISION_LOSS_FAMILY	264			False	gate,representation	calibration	audit,calibration,decision,selection,transfer
141	LCB-K074	PARENT:R014_S781_S792_ACSA	InformationSearchTippingGuardV0	R014_S781_S792_ACSA	LCB_KERNEL	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_AUDIT_SELECTION	406			False	boundary,evidence,gate		audit,calibration,transfer
142	LCB-K074	PARENT:R018_M866_M880_MCSC	InformationSearchTippingGuardV0	R018_M866_M880_MCSC	LCB_KERNEL	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_AUDIT_SELECTION	849			False	boundary,evidence,gate		audit,boundary,calibration,transfer
143	LCB-K074	PARENT:R044_DECISION_LOSS_DLEW	InformationSearchTippingGuardV0	R044_DECISION_LOSS_DLEW	LCB_KERNEL	FOUNDRY_PARENT	29.0	False	True	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_V2P041	152			False	boundary,evidence,gate		audit,calibration,decision,transfer
144	PARENT:IM139_IM250_CCVC	PARENT:R014_S781_S792_ACSA	IM139_IM250_CCVC	R014_S781_S792_ACSA	FOUNDRY_PARENT	FOUNDRY_PARENT	29.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate,representation		audit,calibration,control,transfer
145	PARENT:IM139_IM250_CCVC	PARENT:R018_M866_M880_MCSC	IM139_IM250_CCVC	R018_M866_M880_MCSC	FOUNDRY_PARENT	FOUNDRY_PARENT	29.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate,representation		audit,boundary,calibration,control,transfer
146	PARENT:IM139_IM250_CCVC	PARENT:R041_CONSTRAINED_POLICY_CAPL	IM139_IM250_CCVC	R041_CONSTRAINED_POLICY_CAPL	FOUNDRY_PARENT	FOUNDRY_PARENT	29.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate,representation		calibration,control,decision
147	PARENT:IM139_IM250_CCVC	PARENT:R044_DECISION_LOSS_DLEW	IM139_IM250_CCVC	R044_DECISION_LOSS_DLEW	FOUNDRY_PARENT	FOUNDRY_PARENT	29.0	False	True	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate,representation		audit,calibration,control,decision,transfer
148	PARENT:R001_C313_BPISD	FOUNDRY:P057	R001_C313_BPISD	P057 FIAC	FOUNDRY_PARENT	FOUNDRY_PRODUCT	29.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_ACQUISITION_FAMILY	249			False	evidence,representation	decision	confounding,decision,measurement
149	PARENT:R028_S418_S439_TDSX	FOUNDRY:P138	R028_S418_S439_TDSX	P138 SPIA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	29.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_COLLAPSE_ACQUISITION_FAMILY	653			False	boundary,gate	decision	calibration,decision
150	PARENT:R028_S418_S439_TDSX	PARENT:IM359_IM014_AICC	R028_S418_S439_TDSX	IM359_IM014_AICC	FOUNDRY_PARENT	FOUNDRY_PARENT	29.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate	decision	calibration,decision
151	PARENT:R028_S418_S439_TDSX	PARENT:IM406_IM037_ACRA	R028_S418_S439_TDSX	IM406_IM037_ACRA	FOUNDRY_PARENT	FOUNDRY_PARENT	29.0	True	False	False	True	R388_RETRO50_SAME_PARENT_EXPANSION					True	boundary,gate	decision	calibration,decision
152	PARENT:R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY:P033	R037_SUPPORT_COVARIANCE_SACPS	P033 CATF	FOUNDRY_PARENT	FOUNDRY_PRODUCT	29.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	EXECUTABLE_SHADOW_DISTINCT_PENDING	2		V2P039	False	gate	support,uncertainty	calibration,support,uncertainty
153	PARENT:R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY:P078	R037_SUPPORT_COVARIANCE_SACPS	P078 IARA	FOUNDRY_PARENT	FOUNDRY_PRODUCT	29.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	COLLAPSE_ALLOCATION	1			False	gate	support,uncertainty	audit,calibration,support,transfer,uncertainty
154	PARENT:R037_SUPPORT_COVARIANCE_SACPS	LCB-K081	R037_SUPPORT_COVARIANCE_SACPS	ObservationPolicyConfoundingGuardV0	FOUNDRY_PARENT	LCB_KERNEL	29.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE				V2P034	False	gate	support,uncertainty	audit,calibration,support,transfer,uncertainty
155	PARENT:R038_DECISION_HEDGE_DHCC	FOUNDRY:P035	R038_DECISION_HEDGE_DHCC	P035 SVCO	FOUNDRY_PARENT	FOUNDRY_PRODUCT	29.0	True	False	True	False	R388_RETRO50_EXISTING_NATIVE_SPACE	STATIC_REJECT_SEMANTIC_ADAPTER	453			False	gate	decision,uncertainty	calibration,decision,uncertainty
