im_id	canonical_primitive	family_status	source_ids	source_mapping_status	source_concepts	constraint_shells_exact_if_mapped	nearest_existing	why_distinct	primitive_graph_signature_v1	semantic_tags	state_types	time_structure	information_structure	intervention_role	guarantee_type	ontology_annotation_status	source_evidence_raw	historical_shell_note	source_mapping_confidence	source_domain_span
IM-025	FIXED TOTAL → EVERY INCREASE MUST BE AN EXCHANGE	pre_saturation_registry	M-787; M-789; S-521; S-529; E-633; E-635	rehydrated_from_verified_IM016_050_family_table	M-787:M-convex function | M-789:Exchange axiom for M-convexity | S-521:Compositional data simplex | S-529:Subcompositional coherence | E-633:Regional quota | E-635:Flexible allotment	M-787:Conserved integer resource | M-789:Discrete allocation | S-521:Positive parts summing to constant | S-529:Composition subset | E-633:Cross-institution constraint | E-635:Cross-division constraint			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-787/789, S-521/529, E-633/635	Observed dependence genuine interaction değil constraint-induced olabilir	HIGH	E;M;S
IM-026	NOMINAL REDUNDANCY ≠ EFFECTIVE REDUNDANCY	pre_saturation_registry	S-505; S-520; M-278; E-508	rehydrated_from_verified_IM016_050_family_table	S-505:Cluster sampling | S-520:Dual-frame sampling | M-278:Fountain code | E-508:Multisourcing redundancy	S-505:Within-cluster dependence | S-520:Multiple sampling frames | M-278:Rateless erasure setting | E-508:Spare sourcing capacity			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-278, E-508, S-505/520	Copies independent fail ediyorsa redundancy güçlü; aynı shock’u paylaşıyorsa nearly fake	HIGH	E;M;S
IM-027	CHEAP COARSE MANY + EXPENSIVE FINE FEW + CORRECTION	pre_saturation_registry	M-672; M-673; S-827; S-829; S-837	rehydrated_from_verified_IM016_050_family_table	M-672:Multilevel Monte Carlo | M-673:Multilevel telescoping estimator | S-827:Two-phase outcome-dependent sampling | S-829:Residual-dependent sampling | S-837:Validation subsample design	M-672:Nested numerical resolutions | M-673:Coupled approximation levels | S-827:Costly measurement | S-829:Auxiliary outcome model | S-837:Measurement error			structural_relation	representation	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-672/673, S-827/829/837	MLMC telescoping identity ile two-phase sampling/IPW algebra’sı farklı	HIGH	M;S
IM-028	HIGH-RATE TYPES EXIT FIRST → SURVIVORS LOOK SLOWER	pre_saturation_registry	S-035; E-546; P-050	rehydrated_from_verified_IM016_050_family_table	S-035:Frailty model | E-546:Prepayment burnout | P-050:Stretched exponential relaxation	S-035:Latent random effects | E-546:Borrower heterogeneity | P-050:Heterogeneous relaxation			structural_relation	general_mechanism	generic	multiscale	selected/conditioned	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-035, E-546, P-050 near	Individual dynamics değişmeden aggregate dynamics değişebilir	HIGH	E;P;S
IM-029	REDUNDANT RELATIONS → VIOLATION PATTERN LOCATES ERROR	pre_saturation_registry	M-263; M-264; E-787; E-791; S-976	rehydrated_from_verified_IM016_050_family_table	M-263:Syndrome decoding | M-264:Parity check | E-787:Third-party information reporting | E-791:VAT invoice-credit chain | S-976:Imperfect-test repeated measurement	M-263:Linear code | M-264:Algebraic redundancy | E-787:Verifiable counterparty data | E-791:Business-to-business VAT | S-976:Replicate tests			structural_relation	robustness_error	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-263/264, E-787/791, S-976	Independent records/check equations gerekiyor; copied evidence işe yaramaz	HIGH	E;M;S
IM-030	WEAK/SACRIFICIAL LAYER FAILS FIRST TO SAVE CORE	pre_saturation_registry	E-288; E-982; E-564; P-500	rehydrated_from_verified_IM016_050_family_table	E-288:Stop-loss contract | E-982:Deductible | E-564:Countercyclical capital buffer | P-500:Sacrificial-bond toughening	E-288:Tail protection | E-982:Partial risk sharing | E-564:Macroprudential cycle | P-500:Hierarchical material			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	P-500, E-288/982/564	Physical energy absorption, contractual loss allocation ve capital buffer farklı shells	HIGH	E;P
IM-031	SAME ENDPOINTS + DIFFERENT ORDER → DIFFERENT RESULT	pre_saturation_registry	M-389; M-393; E-039; E-194; P-010	rehydrated_from_verified_IM016_050_family_table	M-389:Lie bracket | M-393:Path signature | E-039:Switching cost | E-194:Path dependence | P-010:Hysteresis	M-389:Noncommuting vector fields | M-393:Bounded variation/rough paths | E-039:Lock-in/path dependence | E-194:Increasing returns | P-010:Memory/path dependence			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-389/393, P-010, E-039/194	Noncommuting operations, physical memory ve institutional lock-in ayrılmalı	HIGH	E;M;P
IM-032	MISSING OBSERVATIONS + STRUCTURE → RECONSTRUCTION POSSIBLE	pre_saturation_registry	M-173; M-175; S-356	rehydrated_from_verified_IM016_050_family_table	M-173:Phase retrieval | M-175:Matrix completion | S-356:Matrix-completion counterfactual	M-173:Nonlinear inverse ambiguity | M-175:Incoherence + low rank | S-356:Structured missingness/low rank			structural_relation	observation_measurement	observation/signal	static/unspecified	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-173/175, S-356	Low rank / phase / support assumptions information’ın yerini doldurur	HIGH	M;S
IM-033	AVERAGE CASE UNTRUSTWORTHY → OPTIMIZE AGAINST ADMISSIBLE WORST CASE	pre_saturation_registry	M-081; M-473; S-109; E-396	rehydrated_from_verified_IM016_050_family_table	M-081:Minimax | M-473:Worst-case expectation over measures | S-109:H∞ filtering | E-396:Ambiguity aversion	M-081:Adversarial/worst-case criterion | M-473:Distributional ambiguity | S-109:Worst-case energy gain | E-396:Unknown probability law			optimize	optimization_constraints;robustness_error;sequential_time	generic	sequential	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-081/473, S-109, E-396	Adversary parameter mı, disturbance mı, probability law mı seçiyor?	HIGH	E;M;S
IM-034	INFORMATION QUALITY IS AN ORDER, NOT ONE SCALAR	pre_saturation_registry	E-404; E-405; M-630; S-008	rehydrated_from_verified_IM016_050_family_table	E-404:Blackwell informativeness | E-405:Garbling | M-630:Le Cam distance mechanism | S-008:Sufficient statistic	E-404:Experiments/signals | E-405:Stochastic information channel | M-630:Statistical experiments | S-008:“Information” is target/model specific			structural_relation	information_incentive	generic	static/unspecified	strategic/informational	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	E-404/405, M-630, S-008	Garbling relation varsa universal dominance; yoksa informativeness decision-specific	HIGH	E;M;S
IM-035	OBSERVATION CAN BE A SET, NOT A POINT	pre_saturation_registry	S-861; S-880; M-008; M-511; E-408	rehydrated_from_verified_IM016_050_family_table	S-861:Coarsened observation | S-880:Coarsening-resolution hierarchy | M-008:Quotient | M-511:Coequalizer | E-408:Crawford–Sobel partition	S-861:Set-valued observation | S-880:General incomplete data | M-008:Equivalence relation must respect subsequent operations | M-511:Identification | E-408:Preference misalignment			structural_relation	observation_measurement	feasible-set;observation/signal	static/unspecified	unspecified	passive inference/diagnostic	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-861/880, E-408, M-008/511	Random coarsening, strategic coarse disclosure ve mathematical quotient ayrı	HIGH	E;M;S
IM-036	UNUSED LOCAL BUDGET CAN BE RECYCLED SUBJECT TO GLOBAL RULE	pre_saturation_registry	E-634; E-635; M-545; M-550; S-492	rehydrated_from_verified_IM016_050_family_table	E-634:Reserve system | E-635:Flexible allotment | M-545:Polymatroid | M-550:Polymatroidal flow | S-492:Alpha recycling	E-634:Controlled priority | E-635:Cross-division constraint | M-545:Submodular rank function | M-550:Network congestion structure | S-492:Multiple-testing graph			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion	S-492, E-634/635, M-545/550	Error budget, physical capacity ve admission quota aynı units değil	HIGH	E;M;S
IM-037	SPEND RESOLUTION WHERE MARGINAL CONSEQUENCE IS LARGE	pre_saturation_registry	M-663; M-668; S-095; S-838; E-360; E-565	rehydrated_from_verified_IM016_050_family_table	M-663:Adaptive mesh refinement | M-668:Local error indicator | S-095:Neyman allocation | S-838:Optimal phase-II allocation | E-360:Systemic importance by network position | E-565:Systemic-risk surcharge	M-663:Spatially localized error | M-668:Decomposable discretization error | S-095:Known/estimated stratum variance | S-838:Fixed measurement budget | E-360:Network contagion | E-565:Systemic importance			structural_relation	general_mechanism	generic	static/unspecified	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-663/668, S-095/838, E-360/565	Error reduction, statistical variance ve systemic damage farklı objective	HIGH	E;M;S
IM-038	FULL OBJECT UNIDENTIFIED, TARGET FUNCTION CAN STILL BE IDENTIFIED	pre_saturation_registry	S-008; S-131; M-428; E-404	rehydrated_from_verified_IM016_050_family_table	S-008:Sufficient statistic | S-131:Partial identification | M-428:Minimal realization | E-404:Blackwell informativeness	S-008:“Information” is target/model specific | S-131:Weak assumptions | M-428:Realization equivalence | E-404:Experiments/signals			structural_relation	identification_causal	generic	static/unspecified	latent/partial	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	S-008/131, M-428, E-404	Target-specific sufficiency full-state reconstruction’dan ayrılmalı	HIGH	E;M;S
IM-039	COARSE-GRAIN ONLY IF COARSE STATE HAS CLOSED DYNAMICS	pre_saturation_registry	M-147; M-689; M-026; P-030	rehydrated_from_verified_IM016_050_family_table	M-147:Lumpability | M-689:Semiconjugacy | M-026:Homogenization | P-030:Effective theory	M-147:Transition compatibility | M-689:Many-to-one dynamics map | M-026:Scale separation/ergodicity or structural assumptions | P-030:Scale separation/controlled approximation			structural_relation	representation;dynamics_memory	dynamic-state/path	dynamic	unspecified	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-147/689, M-026, P-030	Similar-looking microstates lump edilemez; aggregate transition hidden microstate’e bağlıysa closure fails	HIGH	M;P
IM-040	MEASUREMENT POLICY CAN CHANGE THE PROCESS BEING MEASURED	pre_saturation_registry	E-782; E-786; P-242; S-977	rehydrated_from_verified_IM016_050_family_table	E-782:Audit-probability deterrence | E-786:Strategic audit targeting feedback | P-242:Anti-Zeno effect | S-977:Test-order effect	E-782:Credible audits | E-786:Endogenous response | P-242:System-bath spectrum | S-977:Sequential diagnostics			measure	observation_measurement;control_decision	observation/signal;action/policy	static/unspecified	unspecified	information/measurement control	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	P-242, S-977, E-782/786	Quantum backaction, clinical/test intervention, strategic deterrence ayrı causal mechanisms	HIGH	E;P;S
IM-041	REAL STRUCTURE SHOULD SURVIVE ADMISSIBLE SMALL PERTURBATIONS	pre_saturation_registry	M-698; M-983; M-985; S-244; P-219	rehydrated_from_verified_IM016_050_family_table	M-698:Structural stability | M-983:Generic transversality | M-985:Stability under perturbation | S-244:Stability selection | P-219:Topological protection	M-698:Stable dynamical class | M-983:Smooth-map space | M-985:Structural stability | S-244:Repeated subsampling | P-219:Gap/topological invariant			structural_relation	robustness_error	generic	static/unspecified	selected/conditioned	mechanism/structural	none-explicit	automatic first-pass from canonical family text; manual audit before hard exclusion	M-698/983/985, S-244, P-219	“Admissible perturbation” domain-specific; topological robustness ≠ sampling stability	HIGH	M;P;S
IM-042	GLOBAL FAILURE/RATE CAN LIVE AT ONE EXTREME LOCAL REGION	pre_saturation_registry	M-374; P-193; S-190	rehydrated_from_verified_IM016_050_family_table	M-374:Max-flow/min-cut random medium | P-193:Crack-tip singularity | S-190:Peaks over threshold	M-374:Network capacities | P-193:Continuum fracture approximation | S-190:High threshold			structural_relation	general_mechanism	generic	rare-event	unspecified	mechanism/structural	local	automatic first-pass from canonical family text; manual audit before hard exclusion	M-374, P-193, S-190	Weakest cut, crack-tip singularity ve statistical tail different geometries	HIGH	M;P;S
