id	domain	source_concept	primitive	constraint_shell
M-228	Mathematics	Bregman divergence	İki noktanın farkını düz mesafeyle değil convex function’ın kaybettiği değerle ölç	Convex generator
M-229	Mathematics	Mirror descent	Aynı step’i Euclidean space’de değil problem geometrisine uygun başka coordinate system’de yap	Convex geometry
M-230	Mathematics	Subgradient	Keskin köşede ordinary slope yoksa iyileşme yönü hakkında izin verilen slope set’i kullan	Convex nonsmooth function
M-231	Mathematics	Proximal splitting	Tek problemde birkaç farklı zor ceza varsa her birini ayrı kolay işlemle çöz ve birleştir	Composite optimization
M-232	Mathematics	Douglas–Rachford splitting	İki zor constraint/operator’ı ayrı ayrı çözüp reflected corrections ile ortak solution’a yaklaş	Monotone/convex structure
M-233	Mathematics	Operator splitting	“Hepsini bir anda çöz” yerine mekanizmaları ayrı time steps’e böl	Decomposable generator/operator
M-234	Mathematics	Lie–Trotter product	Aynı anda çalışan iki dynamics’i sırayla çok kısa çalıştırınca joint dynamics’e yaklaş	Generator regularity
M-235	Mathematics	Strang splitting	Sıralı approximation’daki error’u symmetric half-step/full-step/half-step ile iptal et	Smooth operators
M-236	Mathematics	Geodesic	Bir space’in kendi geometry’sinde en düz/en kısa yolu bul	Metric/manifold
M-237	Mathematics	Parallel transport	Bir direction’ı curved space boyunca “mümkün olduğunca değiştirmeden” taşı	Connection
M-238	Mathematics	Holonomy	Bir direction’ı closed loop boyunca taşıyıp başladığın yere dönünce yine de dönmüş olabilirsin	Curvature
M-239	Mathematics	Curvature	Yakın doğrular/geodesics birbirine yaklaşır mı uzaklaşır mı ölç	Differential geometry
M-240	Mathematics	Monge–Ampère mechanism	Local volume distortion’ı second-derivative geometry ile kontrol et	Convex PDE
M-241	Mathematics	Complementarity problem	İki şeyden biri aktifse diğeri sıfır olmak zorunda; hangisinin aktif olduğunu çözüm kendi seçsin	Inequality + orthogonality
M-242	Mathematics	Linear complementarity	Linear relations altında `boşluk` ile `baskı` aynı anda pozitif olamaz	Matrix structure
M-243	Mathematics	Variational inequality	Tek equation çözmek yerine “izin verilen hiçbir küçük hareket sonucu iyileştiremiyor” koşulunu çöz	Feasible convex set
M-244	Mathematics	Obstacle problem	Surface serbestçe şekillenmek ister ama bir engelin içinden geçemez; nerede engelle temas edeceği bilinmiyor	Inequality PDE
M-245	Mathematics	Free-boundary problem	Sadece çözümü değil, farklı laws’ın geçerli olduğu sınırın nerede olduğunu da birlikte bul	Moving/unknown boundary
M-246	Mathematics	Viscosity solution	Derivative olmayan köşelerde bile PDE’nin “üstten ve alttan dokunan smooth testler” karşısındaki davranışıyla solution tanımla	Nonlinear PDE
M-247	Mathematics	Entropy solution	Conservation law birçok weak solution verirse fiziksel shock’u ek irreversibility condition ile seç	Hyperbolic PDE
M-248	Mathematics	Weak solution	Equation point-by-point çalışmıyorsa integrate edip derivative’i test function’a taşı	Integral formulation
M-249	Mathematics	Distribution	Function bile olmayan impulse gibi objeleri, onlara uygulanan smooth testlere verdikleri cevapla tanımla	Generalized function
M-250	Mathematics	Weak derivative	Bir şey ordinary differentiable olmasa da integration-by-parts davranışı derivative taşıyabilir	Sobolev structure
M-251	Mathematics	Finite element method	Büyük continuous domain’i küçük parçalar halinde approximate et, local pieces’i sınırlarında birleştir	Mesh/discretization
M-252	Mathematics	Galerkin method	Error’un seçilmiş approximation directions’a görünmemesini zorla	Trial/test space
M-253	Mathematics	Petrov–Galerkin	Solution’ı bir basis’te kur ama error’u farklı test directions ile kontrol et	Separate trial/test spaces
M-254	Mathematics	Residual minimization	Equation’ın tam çözümünü değil, geriye kalan equation error’unun büyüklüğünü en aza indir	Residual norm
M-255	Mathematics	Adjoint-weighted residual	Her residual aynı önemli değil; final quantity’yi en çok bozan residual’a daha yüksek weight ver	Quantity of interest
M-256	Mathematics	Max-plus algebra	Normal `+` yerine maksimumu, normal `×` yerine toplamı temel operation yap	Idempotent algebra
M-257	Mathematics	Min-plus convolution	Bir şeyi oluşturmanın tüm ara yollarını dene; maliyetlerin toplamı içinden en ucuzunu seç	Path/additive cost
M-258	Mathematics	Idempotent addition	Bir şeyi kendisiyle tekrar “toplamak” yeni bilgi yaratmasın: $a\oplus a=a$	Idempotent semiring
M-259	Mathematics	Max-plus eigenproblem	Repeated timing/network system’de her cycle sonrası yalnız ortak delay/growth kadar değişen schedule bul	Discrete-event systems
M-260	Mathematics	Tropical geometry	Polynomial competition’ı hangi term’in baskın olduğuna göre piecewise-linear geometry’ye çevir	Valuation/max-min structure
M-261	Mathematics	Error-correcting code	Mesaja kontrollü fazlalık ekle ki bazı parçalar bozulsa bile asıl mesaj geri bulunabilsin	Discrete channel + codebook
M-262	Mathematics	Minimum distance	İzin verilen mesajları birbirinden yeterince uzak koy; küçük corruption başka geçerli mesaj gibi görünmesin	Metric/code geometry
M-263	Mathematics	Syndrome decoding	Bütün mesajı yeniden çözmeye çalışma; parity violations’ın pattern’ından error’ın yerini/türünü çıkar	Linear code
M-264	Mathematics	Parity check	Bazı combinations’ın normalde sıfır olması gerekir; bozulma bu invariants’ı kırar	Algebraic redundancy
M-265	Mathematics	Erasure code	Hangi parçaların kayıp olduğunu biliyorsan, yeterli kalan parçadan bütünü yeniden kur	Known missing locations
M-266	Mathematics	Reed–Solomon interpolation	Bir polynomial’ın yeterli sayıda doğru values’ını biliyorsan eksik/bozuk values’a rağmen polynomial’ı recover et	Finite field polynomial
M-267	Mathematics	List decoding	Noise fazla olduğunda tek kesin cevap zorlama; observation’a uyabilecek küçük candidate listesi döndür	Error radius beyond unique decoding
M-268	Mathematics	Expander code	Global error correction’ı sparse local consistency checks ağı üzerinden yap	Expansion property
M-269	Mathematics	Low-density parity check	Çok büyük code’u az bağlantılı local parity constraints ile kur; iterative message passing kullan	Sparse factor graph
M-270	Mathematics	Belief propagation	Her local constraint komşularına “ne kadar inanıyorum?” mesajı yollar; mesajlar tekrar tekrar update olur	Tree exact; loopy approximate
M-271	Mathematics	Information projection	Bir distribution’ı constraint family içindeki en yakın distribution’a project et	Divergence geometry
M-272	Mathematics	Exponential family	Birkaç sufficient aggregate constraint’ın tüm compatible distributions içindeki doğal parametric family’sini kur	Regular statistical manifold
M-273	Mathematics	Dual affine coordinates	Aynı statistical object’i iki farklı coordinate sisteminde ifade et; birinde mixture, diğerinde exponential structure simple olur	Information geometry
M-274	Mathematics	Pythagorean information identity	Projection sonrası total divergence bazı geometrilerde orthogonal parçalar gibi ayrılır	Appropriate divergence/manifold
M-275	Mathematics	Sinkhorn scaling	Matrix’i satır ve sütun hedeflerine sırayla uydur; alternating rescaling sonunda ortak constraints’e yaklaşır	Positive support
M-276	Mathematics	Matrix balancing	Scale farklarını değiştir ama underlying relational pattern’i koruyarak numerically better representation üret	Diagonal rescaling
M-277	Mathematics	Network coding	Her relay yalnız aldığı paketi forward etmek zorunda değil; birkaç flow’u algebraically combine ederek bottleneck throughput artırabilir	Network topology/algebra
M-278	Mathematics	Fountain code	Hangi packets’ın kaybolacağını bilmeden sürekli redundant mixtures üret; yeterince alan receiver bütünü çözer	Rateless erasure setting
M-279	Mathematics	Compressed sensing phase transition	Sparse signal vardır ama measurement sayısı/sparsity belirli boundary’nin altındaysa recovery imkânsız, üstündeyse mümkün hale gelir	Sparsity + measurement geometry
M-280	Mathematics	Restricted isometry	Measurement map sparse vectors arasındaki distances’ı yaklaşık koruyorsa inversion stable olur	Sparse signal class
M-281	Mathematics	Nash equilibrium existence	Herkes diğerlerinin hareketini sabit kabul edip en iyi cevabını seçsin; ortak bir self-consistent choice var mı?	Compactness/convexity/continuity conditions
M-282	Mathematics	Best-response correspondence	Başkalarının choice’ı verilince benim optimal choices kümesini çıkar	Optimization + strategic coupling
M-283	Mathematics	Kakutani fixed point	Tek-valued rule yerine mümkün choices kümesi dönen map’te self-consistent point bul	Upper hemicontinuity/convex values
M-284	Mathematics	Minimax theorem	Bir taraf önce seçse de diğer taraf önce seçse de aynı worst-case value’ya ulaşılabilecek koşulları belirle	Convex-concave zero-sum setting
M-285	Mathematics	Correlated equilibrium	Oyuncular independent randomization yerine ortak bir signal üzerinden coordinated actions seçebilir	Obedience inequalities
M-286	Mathematics	Potential game	Her oyuncunun unilateral incentive’ını tek global landscape’in değişimiyle temsil et	Exact/ordinal potential structure
M-287	Mathematics	Replicator equation	Ortalama üstü performans gösteren strategy’nin population payı büyür, altındakinin küçülür	Population shares
M-288	Mathematics	Evolutionarily stable strategy	Küçük mutant population mevcut strategy’yi invade edemiyorsa state locally resistant	Frequency-dependent fitness
M-289	Mathematics	Viability theorem	Bir state’i allowed region içinde sonsuza kadar tutacak local direction her boundary point’te var mı?	Tangency conditions
M-290	Mathematics	Nagumo tangent-cone condition	Boundary’de dışarı çıkmamak için velocity’nin izin verilen tangent directions içinde kalması gerekir	Closed constraint set
M-291	Mathematics	Set-valued derivative	Bir set değişirken tek slope değil mümkün local movement directions kümesini taşı	Nonsmooth set dynamics
M-292	Mathematics	Hausdorff distance	İki set ne kadar farklı diye her point’in diğer sete en uzak nearest mismatch’ini ölç	Metric compact sets
M-293	Mathematics	Minkowski sum	İki possible-movement setini pairwise toplayıp joint reachable movement seti oluştur	Vector-space geometry
M-294	Mathematics	Support function	Bir convex setin tamamını taşımak yerine her direction’da ne kadar ileri gidebildiğini kaydet	Convex body
M-295	Mathematics	Polar set	“Hangi tests bu seti aşmıyor?” sorusuyla primal feasible object’i dual constraints üzerinden temsil et	Convex duality
M-296	Mathematics	Gauge / Minkowski functional	Bir point’in reference feasible body’nin kaç katı kadar büyük olduğunu ölç	Absorbing convex set
M-297	Mathematics	Prox-regularity	Set smooth olmasa bile yakındaki point’lerin nearest projection’ı iyi davranmaya devam etsin	Controlled nonsmooth geometry
