rank	supplier_id	consumer_id	score	curated	active_for_build	adjudication_state	interface_matches	addressed_weaknesses	shared_domains	recommended_next	curated_rationale	decision_id	experiment_routing_status
95	PARENT:IM334_IM094_DRE	PARENT:R018_M866_M880_MCSC	34.0	False	True	UNADJUDICATED	boundary,evidence,gate	uncertainty	allocation,boundary,calibration,control,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
96	PARENT:IM334_IM094_DRE	PARENT:R041_CONSTRAINED_POLICY_CAPL	34.0	False	True	UNADJUDICATED	boundary,evidence,gate	uncertainty	allocation,calibration,control,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
97	PARENT:IM334_IM094_DRE	PARENT:R044_DECISION_LOSS_DLEW	34.0	False	True	UNADJUDICATED	boundary,evidence,gate	uncertainty	allocation,calibration,control,decision,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
98	PARENT:R037_SUPPORT_COVARIANCE_SACPS	FOUNDRY:P035	34.0	False	True	UNADJUDICATED	gate	decision,support,uncertainty	calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
99	PARENT:R037_SUPPORT_COVARIANCE_SACPS	LCB-K012	34.0	False	True	UNADJUDICATED	gate	decision,support,uncertainty	calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
100	FOUNDRY:P062	PARENT:IM359_IM014_AICC	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
101	FOUNDRY:P062	PARENT:IM406_IM037_ACRA	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
102	FOUNDRY:P065	LCB-K003	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
103	FOUNDRY:P065	LCB-K010	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
104	FOUNDRY:P065	LCB-K015	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
105	FOUNDRY:P065	LCB-K035	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
106	FOUNDRY:P065	LCB-K048	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
107	FOUNDRY:P065	LCB-K049	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
108	FOUNDRY:P065	LCB-K055	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
109	FOUNDRY:P065	LCB-K056	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
110	FOUNDRY:P065	LCB-K068	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
111	FOUNDRY:P065	LCB-K086	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
112	FOUNDRY:P065	LCB-K090	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
113	FOUNDRY:P065	LCB-K091	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
114	FOUNDRY:P065	PARENT:IM340_IM280_CWC	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
115	FOUNDRY:P065	PARENT:IM359_IM014_AICC	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
116	FOUNDRY:P065	PARENT:IM406_IM037_ACRA	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
117	FOUNDRY:P065	PARENT:R008_E612_E613_LGID	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
118	FOUNDRY:P065	PARENT:R041_CONSTRAINED_POLICY_CAPL	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
119	FOUNDRY:P091	LCB-K003	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
120	FOUNDRY:P091	LCB-K010	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
121	FOUNDRY:P091	LCB-K015	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
122	FOUNDRY:P091	LCB-K035	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
123	FOUNDRY:P091	LCB-K048	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
124	FOUNDRY:P091	LCB-K049	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
125	FOUNDRY:P091	LCB-K055	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
126	FOUNDRY:P091	LCB-K056	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
127	FOUNDRY:P091	LCB-K068	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
128	FOUNDRY:P091	LCB-K086	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
129	FOUNDRY:P091	LCB-K090	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
130	FOUNDRY:P091	LCB-K091	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
131	FOUNDRY:P091	PARENT:IM340_IM280_CWC	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
132	FOUNDRY:P091	PARENT:R008_E612_E613_LGID	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
133	FOUNDRY:P091	PARENT:R014_S781_S792_ACSA	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
134	FOUNDRY:P091	PARENT:R018_M866_M880_MCSC	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,boundary,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
135	FOUNDRY:P091	PARENT:R041_CONSTRAINED_POLICY_CAPL	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
136	FOUNDRY:P091	PARENT:R044_DECISION_LOSS_DLEW	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,decision,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
137	FOUNDRY:P092	PARENT:IM359_IM014_AICC	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
138	FOUNDRY:P092	PARENT:IM406_IM037_ACRA	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
139	FOUNDRY:P093	PARENT:IM359_IM014_AICC	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
140	FOUNDRY:P093	PARENT:IM406_IM037_ACRA	33.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
141	FOUNDRY:P109	LCB-K012	33.0	False	True	UNADJUDICATED	evidence,gate	calibration,decision,uncertainty	calibration,confounding,decision,measurement,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
142	FOUNDRY:P140	PARENT:IM340_IM280_CWC	33.0	False	True	UNADJUDICATED	gate,representation	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
143	FOUNDRY:P140	PARENT:R008_E612_E613_LGID	33.0	False	True	UNADJUDICATED	gate,representation	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
144	FOUNDRY:P141	PARENT:IM334_IM094_DRE	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
145	FOUNDRY:P141	PARENT:R018_M866_M880_MCSC	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	boundary,calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
146	FOUNDRY:P141	PARENT:R044_DECISION_LOSS_DLEW	33.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
147	PARENT:IM334_IM094_DRE	FOUNDRY:P067	33.0	False	True	UNADJUDICATED	boundary,evidence,gate	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
148	PARENT:IM334_IM094_DRE	FOUNDRY:P099	33.0	False	True	UNADJUDICATED	boundary,evidence,gate	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
149	PARENT:IM334_IM094_DRE	LCB-R50-149	33.0	False	True	UNADJUDICATED	boundary,evidence,gate	decision,uncertainty	allocation,boundary,calibration,control,decision,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
150	FOUNDRY:P065	LCB-K081	32.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
151	FOUNDRY:P091	LCB-R50-149	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration,decision	allocation,boundary,calibration,decision,reduction,resilience,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
152	FOUNDRY:P140	LCB-K012	32.0	False	True	UNADJUDICATED	gate,representation	calibration,support	calibration,decision,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
153	FOUNDRY:P140	LCB-K081	32.0	False	True	UNADJUDICATED	gate,representation	calibration,support	audit,calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
154	FOUNDRY:P141	LCB-K003	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
155	FOUNDRY:P141	LCB-K010	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
156	FOUNDRY:P141	LCB-K015	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
157	FOUNDRY:P141	LCB-K035	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
158	FOUNDRY:P141	LCB-K048	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
159	FOUNDRY:P141	LCB-K049	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
160	FOUNDRY:P141	LCB-K055	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
161	FOUNDRY:P141	LCB-K056	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
162	FOUNDRY:P141	LCB-K068	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
163	FOUNDRY:P141	LCB-K086	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
164	FOUNDRY:P141	LCB-K090	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
165	FOUNDRY:P141	LCB-K091	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
166	FOUNDRY:P141	PARENT:IM359_IM014_AICC	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
167	FOUNDRY:P141	PARENT:IM406_IM037_ACRA	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
168	FOUNDRY:P141	PARENT:R014_S781_S792_ACSA	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
169	FOUNDRY:P141	PARENT:R041_CONSTRAINED_POLICY_CAPL	32.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
170	PARENT:IM334_IM094_DRE	FOUNDRY:P033	32.0	False	True	UNADJUDICATED	boundary,evidence,gate	uncertainty	allocation,calibration,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
171	PARENT:IM334_IM094_DRE	FOUNDRY:P078	32.0	False	True	UNADJUDICATED	boundary,evidence,gate	uncertainty	allocation,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
172	PARENT:IM334_IM094_DRE	LCB-K081	32.0	False	True	UNADJUDICATED	boundary,evidence,gate	uncertainty	allocation,calibration,control,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
173	PARENT:R037_SUPPORT_COVARIANCE_SACPS	PARENT:IM178_IM326_TWMR	32.0	False	True	UNADJUDICATED		decision,support,uncertainty	calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
174	PARENT:R037_SUPPORT_COVARIANCE_SACPS	PARENT:R020_P848_P851_SCCRT	32.0	False	True	UNADJUDICATED		decision,support,uncertainty	calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
175	FOUNDRY:P023	PARENT:IM334_IM094_DRE	31.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	boundary,calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
176	FOUNDRY:P023	PARENT:R014_S781_S792_ACSA	31.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
177	FOUNDRY:P023	PARENT:R018_M866_M880_MCSC	31.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	boundary,calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
178	FOUNDRY:P023	PARENT:R044_DECISION_LOSS_DLEW	31.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
179	FOUNDRY:P062	LCB-K012	31.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
180	FOUNDRY:P065	LCB-K012	31.0	False	True	UNADJUDICATED	boundary,gate	calibration,support	calibration,support	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
181	FOUNDRY:P071	PARENT:IM334_IM094_DRE	31.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	boundary,calibration,decision,transfer	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			BOOTSTRAP_CHANNEL_CALIBRATED_SCIENTIFIC_CONTRACT_STILL_REQUIRED
182	FOUNDRY:P091	LCB-K081	31.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	allocation,calibration,support,transfer,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
183	FOUNDRY:P092	LCB-K012	31.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
184	FOUNDRY:P093	LCB-K012	31.0	False	True	UNADJUDICATED	boundary,gate	calibration,decision	calibration,decision	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
185	FOUNDRY:P109	PARENT:IM178_IM326_TWMR	31.0	False	True	UNADJUDICATED	evidence	calibration,decision,uncertainty	calibration,decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
186	FOUNDRY:P109	PARENT:R020_P848_P851_SCCRT	31.0	False	True	UNADJUDICATED	evidence	calibration,decision,uncertainty	calibration,decision,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
187	FOUNDRY:P141	PARENT:IM340_IM280_CWC	31.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
188	FOUNDRY:P141	PARENT:R008_E612_E613_LGID	31.0	False	True	UNADJUDICATED	boundary,gate,representation	calibration	calibration	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
189	PARENT:IM334_IM094_DRE	PARENT:IM178_IM326_TWMR	31.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
190	PARENT:IM334_IM094_DRE	PARENT:R020_P848_P851_SCCRT	31.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
191	PARENT:IM406_IM037_ACRA	FOUNDRY:P138	31.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	allocation,calibration,confounding,decision,measurement,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
192	PARENT:IM406_IM037_ACRA	PARENT:IM178_IM326_TWMR	31.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	allocation,calibration,decision,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
193	PARENT:IM406_IM037_ACRA	PARENT:IM334_IM094_DRE	31.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	allocation,calibration,confounding,decision,measurement,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
194	PARENT:IM406_IM037_ACRA	PARENT:IM359_IM014_AICC	31.0	False	True	UNADJUDICATED	evidence	decision,uncertainty	allocation,calibration,confounding,decision,measurement,support,uncertainty	ADAPTER_AND_CONTRASTIVE_BOUNDARY_BENCHMARK			NOT_READY_MISSING_DECLARED_CONTRACT
