supplier	consumer	shared_tags	supplier_strength	consumer_gap
P018	P091	decision	downstream decision alignment	declared loss may omit real consequences
P018	P092	decision	downstream decision alignment	declared loss may omit real consequences
P018	P093	decision	downstream decision alignment	declared loss may omit real consequences
P018	P107	decision	downstream decision alignment	declared loss may omit real consequences
P018	P113	decision	downstream decision alignment	declared loss may omit real consequences
P019	P001	selection	feasibility-gated selection	declared score
P019	P002	selection	feasibility-gated selection	declared score
P019	P003	selection	feasibility-gated selection	declared score
P019	P004	selection	feasibility-gated selection	declared score
P019	P005	selection	feasibility-gated selection	declared score
P019	P006	selection	feasibility-gated selection	declared score
P019	P007	selection	feasibility-gated selection	declared score
P019	P008	selection	feasibility-gated selection	declared score
P019	P012	selection	feasibility-gated selection	declared score
P019	P013	selection	feasibility-gated selection	declared score
P019	P014	selection	feasibility-gated selection	declared score
P019	P015	selection	feasibility-gated selection	declared score
P019	P016	selection	feasibility-gated selection	declared score
P019	P017	selection	feasibility-gated selection	declared score
P019	P028	selection	feasibility-gated selection	declared score
P019	P034	selection	feasibility-gated selection	declared score
P019	P035	selection	feasibility-gated selection	declared score
P019	P038	selection	feasibility-gated selection	declared score
P019	P039	selection	feasibility-gated selection	declared score
P019	P061	selection	feasibility-gated selection	declared score
P019	P067	selection	feasibility-gated selection	declared score
P019	P068	selection	feasibility-gated selection	declared score
P019	P077	selection	feasibility-gated selection	declared score
P019	P100	selection	feasibility-gated selection	declared score
P019	P101	selection	feasibility-gated selection	declared score
P019	P102	selection	feasibility-gated selection	declared score
P019	P103	selection	feasibility-gated selection	declared score
P019	P104	selection	feasibility-gated selection	declared score
P019	P105	selection	feasibility-gated selection	declared score
P019	P116	selection	feasibility-gated selection	declared score
P019	P118	selection	feasibility-gated selection	declared score
P019	P120	selection	feasibility-gated selection	declared score
P019	P121	selection	feasibility-gated selection	declared score
P019	P124	selection	feasibility-gated selection	declared score
P019	P127	selection	feasibility-gated selection	declared score
P019	P128	selection	feasibility-gated selection	declared score
P019	P129	selection	feasibility-gated selection	declared score
P019	P130	selection	feasibility-gated selection	declared score
P019	P132	selection	feasibility-gated selection	declared score
P019	P133	selection	feasibility-gated selection	declared score
P019	P134	selection	feasibility-gated selection	declared score
P019	P139	selection	feasibility-gated selection	declared score
P025	P011	decision	downstream decision alignment	certificate failure is not universal impossibility
P025	P018	decision	downstream decision alignment	declared loss may omit real consequences
P025	P024	decision	downstream decision alignment	declared loss may omit real consequences
P025	P042	decision	downstream decision alignment	declared loss may omit real consequences
P025	P043	decision	downstream decision alignment	declared loss may omit real consequences
P025	P046	decision	downstream decision alignment	declared loss may omit real consequences
P025	P053	decision	downstream decision alignment	declared loss may omit real consequences
P025	P062	decision	downstream decision alignment	declared loss may omit real consequences
P025	P066	decision	downstream decision alignment	declared loss may omit real consequences
P025	P071	decision	downstream decision alignment	declared loss may omit real consequences
P025	P073	decision	downstream decision alignment	certificate must not transfer outside its shell
P025	P075	decision	downstream decision alignment	declared loss may omit real consequences
P025	P090	decision	downstream decision alignment	declared loss may omit real consequences
P025	P091	decision	downstream decision alignment	declared loss may omit real consequences
P025	P092	decision	downstream decision alignment	declared loss may omit real consequences
P025	P093	decision	downstream decision alignment	declared loss may omit real consequences
P025	P107	decision	downstream decision alignment	declared loss may omit real consequences
P025	P113	decision	downstream decision alignment	declared loss may omit real consequences
P026	P020	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P023	tipping	nearest boundary localization	does not establish unmeasured causal assumptions
P026	P030	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P037	tipping	nearest boundary localization	certificate must not transfer outside its shell
P026	P044	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P045	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P050	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P052	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P056	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P059	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P060	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P062	tipping	nearest boundary localization	declared loss may omit real consequences
P026	P063	tipping	nearest boundary localization	grid and calibration remain operator-declared
P026	P065	tipping	nearest boundary localization	grid and calibration remain operator-declared
